key,text,encoded_hex,cell_count,missing
dialogue_10B1E4,Khong co lien nu,F3C6F552F36EF262,4,
dialogue_10B215,Khong co phat da xe,F3C6F552F24AF4FDF048,5,
dialogue_10B24B,Khong co xe xung,F3C6F552F048EFF7,4,
dialogue_10B2B1,Khong co can lan,F3C6F552F5BEF3A3,4,
dialogue_10B2E5,Khong co nguyen vu,F3C6F552F2AAF056,4,
dialogue_10B394,Hon la theo minh chu khac,F3FEF3B0F15DF2EFF561F3DF,6,
dialogue_10B3C9,Nghe tieng dung truong tuong,F2C7F0F3F4C2F0B5F0A5,5,
dialogue_10B417,Chua gap ai nhu minh cong,F560F4AEF5F9F271F2EFF54F,6,
dialogue_10B467,Minh cong chi tai nap si,F2F0F54FF579F1AEF2D5F1C7,6,
dialogue_10B484,Mua lon,F2E3F360,2,
dialogue_10B499,UNK,F07C,1,
dialogue_10B4B1,Vi ly,F068F34D,2,
dialogue_10B4B9,UNK,F07C,1,
dialogue_10B4C3,Giam mieng,F47DF2F3,2,
dialogue_10B4CB,Giam nghiep,F47DF2BE,2,
dialogue_10B4D3,UNK,F07C,1,
dialogue_10B4E3,Si khi tang,F1C8F3D5F1A7,3,
dialogue_10B4F3,Vang,F070,1,
dialogue_10B4FC,Tang luong,F1A9F352,2,
dialogue_10B514,Bao vat,F5E7F06C,2,
dialogue_10B533,Dai nghiep thanh cong mong xuan,F4FBF2BEF169F54FF2E7EFFB,6,
dialogue_10B553,Ngai thong nhat thien ha,F2CCF14EF27AF15AF469,5,
dialogue_10B7FA,Quan xay bao loan,F1F4F04AF5E6F364,4,
dialogue_10B81F,Tri do giam,F0CBF4D5F47C,3,
dialogue_10B9DC,Khong co ton hai,F3C6F552F0DFF465,4,
dialogue_10BAB7,Chi tieu luong quan quan,F57AF0EDF352F1F3F1F3,5,
dialogue_10BAD4,Tri do la,F0CBF4D5F3B0,3,
dialogue_10BB3B,Don dien thieu hut,F4D0F4DDF156F3EF,4,
dialogue_10BB58,Don dien binh an,F4D0F4DDF5D3F5F5,4,
dialogue_10BB72,Don dien thu hoach,F4D0F4DDF14CF44A,4,
dialogue_10BC1C,Quan thu tang,F1F4F14CF1A7,3,
dialogue_10BC88,Do huan luyen tang,F4D6F3F5F34FF1A7,4,
dialogue_10BCB2,Van chuyen tren duong,F072F554F0CDF4BC,4,
dialogue_10BD48,Moi duoc tan binh,F2EBF4BFF1AAF5D3,4,
dialogue_10BDF4,Hoan thanh,F448F169,2,
dialogue_10BE06,UNK,F07C,1,
dialogue_10BE50,Nong nghiep tang,F264F2BEF1A7,3,
dialogue_10BE62,Gat nuoc ma gieo,F4ADF25EF34AF476,4,
dialogue_10BE77,Ket thuc don dien,F3E3F145F4CFF4DD,4,
dialogue_10BEA0,Thuong nghiep tang,F140F2BEF1A7,3,
dialogue_10BECC,Chong hong tang,F565F3FBF1A7,3,
dialogue_10BF5C,Gui cho quan chu,F46BF56BF1F3F561,4,
dialogue_10BF75,UNK,F07C,1,
dialogue_10BFAE,Kho lua tang,F3D0F35BF1A7,3,
dialogue_10BFC0,Lua giam,F35CF47C,2,
dialogue_10BFFB,Da mua nu tien,F4FEF2E2F262F0F4,4,
dialogue_10C00C,Da mua ngua tot,F4FEF2E2F2B1F0DC,4,
dialogue_10C234,Ha a,F46AF5FC,2,
dialogue_10C23C,Neu bo kiem ngay,F2CFF5D1F3BEF2C8,4,
dialogue_10C274,Day la y troi,F4EAF3B0EFF3F0C2,4,
dialogue_10C28F,Dam danh 300 hoi,F4F9F4F2F5FDF442,4,
dialogue_10C2B3,Ngai chi co tai nay,F2CCF579F552F1AEF2D3,5,
dialogue_10C2DF,Khong lay dau ngai,F3C6F378F4EBF2CB,4,
dialogue_10C321,Ky thua nhan,F3B3F14AF27E,3,
dialogue_10C33C,Muon di,F2DFF4E2,2,
dialogue_10C345,Ta mot ten,F1B4F2E5F177,3,
dialogue_10C353,Khong biet la ke,F3C6F5D9F3B0F3E4,4,
dialogue_10C451,Phai vay,F253F06B,2,
dialogue_10C45B,Dam xam bien gioi,F4F9F04DF5DBF473,4,
dialogue_10C473,Den lay dau ngai,F4E6F378F4EBF2CB,4,
dialogue_10C483,UNK,F07C,1,
dialogue_10C48F,Bao ten truoc,F5E7F177F0B7,3,
dialogue_10C4C5,Tra but,F0DBF5CB,2,
dialogue_10C4D3,O day,F25CF4E9,2,
dialogue_10C4DD,Bi danh lua,F5DFF4F2F35B,3,
dialogue_10C4E9,Ngua bi troi,F2B2F5DEF0C2,3,
dialogue_10C4FB,Tuong vo danh,F0A7F05DF4F2,3,
dialogue_10C515,Van co chap ngo,F072F552F5A9F2BA,4,
dialogue_10C533,Sao noi bao,F1D2F265F5E6,3,
dialogue_10C549,Dam noi loan,F4F9F265F364,3,
dialogue_10C564,Ke tro ac,F3E5F0C3F5FB,3,
dialogue_10C57C,Loai chuot nhat,F366F557F27A,3,
dialogue_10C594,Phan tac hang ha,F24FF1B0F460F469,4,
dialogue_10C5A3,Sao khong hang som,F1D2F3C4F460F1C1,4,
dialogue_10C5B9,UNK,F07C,1,
dialogue_10C5CC,Ke phu dung cuong,F3E5F1FEF4C2F543,4,
dialogue_10C5DB,UNK,F07C,1,
dialogue_10C600,Ta quyet giet ngai,F1B4F1E8F475F2CB,4,
dialogue_10C60B,Co gi ke,F553F4A3F3E4,3,
dialogue_10C621,UNK,F07C,1,
dialogue_10C634,O dau,F25CF4EB,2,
dialogue_10C765,Chay mat,F5A2F2FC,2,
dialogue_10C790,Chi cong chet som,F57AF54FF57BF1C1,4,
dialogue_10C7C7,Bi kinh hoang,F5DFF3B4F445,3,
dialogue_10C984,Ca toc mai vao lich su,F5C9F0E3F347F06EF370F1BA,6,
dialogue_10CBBF,Bi khich dong phan,F5DFF3D4F4CDF24E,4,
dialogue_10CF4D,Hung 11,F3F3F5FE,2,
dialogue_10CF55,Muoi hai,F2E0F465,2,
dialogue_10CF5D,Thuong tinh,F140F0E8,2,
dialogue_10CF73,UNK,F07C,1,
dialogue_10CF79,Tau bac,F17DF5EE,2,
dialogue_10CF8C,Dong nam,F4CEF2D9,2,
dialogue_10CF97,Viec ngai hua voi chu ta,F066F2CBF3F6F05CF561F1B2,6,
dialogue_10CFC5,Ai theo ta cung chet,F5FAF15DF1B2F549F57B,5,
dialogue_10D033,Anh hung bon phuong cung tao dai nghiep,F5F4F3F2F5CEF1F9F549F1A5F4FAF2BE,8,
dialogue_10D0B3,Nhu tan may thay troi,F272F1AAF2F8F163F0C2,5,
dialogue_10D0F4,Ai dam quyet tu voi ta,F5FAF4F8F1E8F0B1F05CF1B2,6,
dialogue_10D107,Den lay mang ngai,F4E6F378F343F2CB,4,
dialogue_10D117,Khong xung giao thu,F3C6EFF7F478F14C,4,
dialogue_10D131,Dai ngu,F4FBF2B4,2,
dialogue_10D192,Rut lui toan quan,F1DCF357F0E4F1F3,4,
dialogue_10D1AB,UNK,F07C,1,
dialogue_10D1B5,UNK,F07C,1,
dialogue_10D1C2,UNK,F07C,1,
dialogue_10D1F4,Khong the nghi duong,F3C6F161F2C4F4BC,4,
dialogue_10D274,Khong the khich si khi,F3C6F161F3D4F1C7F3D5,5,
dialogue_10D375,Vi tri bo doi,F068F0CAF5D1F4D1,4,
dialogue_10D38B,Vi tri cong thanh,F068F0CAF54FF169,4,
dialogue_10D3C8,Vat tu,F06DF0B1,2,
dialogue_10D3E8,Tran hinh,F0D4F450,2,
dialogue_10D42F,UNK,F07C,1,
dialogue_10D437,UNK,F07C,1,
dialogue_10D4A3,Binh chay chet het,F5D4F57EF57BF457,4,
dialogue_10D50B,Binh chay het,F5D4F57EF457,3,
dialogue_10D5FF,Leo tuong cong thanh,F372F0A5F54FF169,4,
dialogue_10D611,Dung van ti leo tuong,F4C3F071F0F8F371F0A5,5,
dialogue_10D641,Tan cong doi dich lien,F1ABF54FF4D1F4E0F36E,5,
dialogue_10D65F,Hay chon doi dich tan cong,F45AF566F4D1F4E0F1AAF54F,6,
dialogue_10D677,Hay chon doi dich ban,F45AF566F4D1F4E0F5EA,5,
dialogue_10D7A1,Ke hoa tan that bai,F3E5F44CF1AAF165F5EC,5,
dialogue_10D918,Quan da toan quan phuc,F1F4F4FDF0E4F1F3F1FC,5,
dialogue_10D973,Xe phat da bi pha,F049F24AF4FDF5DEF254,5,
dialogue_10D98B,Xe xung bi pha,F049EFF7F5DEF254,4,
dialogue_10D9A2,Van ti bi pha,F072F0F8F5DEF254,4,
dialogue_10D9BC,Can lan bi pha,F5BFF3A3F5DEF254,4,
dialogue_10D9D1,UNK,F07C,1,
dialogue_10D9E5,Nha pai bi pha,F2A7F255F5DEF254,4,
dialogue_10D9F9,Xa le bi pha,F050F376F5DEF254,4,
dialogue_10DA9F,Ce phan du do hang,F5B1F24EF4C9F4D5F460,5,
dialogue_10DAD5,Ke nay can vang,F3E5F2D3F5BEF06F,4,
dialogue_10DAF8,Quan tu khong du,F1F4F0B1F3C4F4C9,4,
dialogue_10DB15,Can vat lieu vang,F5BFF06CF36BF06F,4,
dialogue_10DB80,Dot luong cuop luong,F4CCF352F542F352,4,
dialogue_10DBC7,Ke moai thanh cong,F3E5F2ECF169F54F,4,
dialogue_10DBEF,Ke dot luong bi phat,F3E5F4CBF352F5DEF24A,5,
dialogue_10DC17,Cho gian xam tham,F56CF47BF04DF170,4,
dialogue_10DC43,Truyen tin ac,F0B4F0EAF5FB,3,
dialogue_10DC68,Tin ac trong dich trai,F0EBF5FBF0BEF4E0F0D6,5,
dialogue_10DD50,Mat tham thu tin dich,F2FDF170F14CF0EAF4E0,5,
dialogue_10DD6D,UNK,F07C,1,
dialogue_10DDDB,UNK,F07C,1,
dialogue_10DE14,Tran hinh bo doi,F0D4F450F5D1F4D1,4,
dialogue_10DE70,Quyet truc dau khong,F1E9F0BAF4EBF3C4,4,
dialogue_10DE83,Bi giam trong nguc,F5DFF47CF0BEF2B0,4,
dialogue_10DE98,Quyet tha khong,F1E9F176F3C4,3,
dialogue_10DEAB,Da duoc tha,F4FEF4BFF176,3,
dialogue_10DEBA,Bi truc dau thi chung,F5DFF0BAF4EBF15CF55A,5,
menu_0FE01F,[loi extract],5BF361F4B75D,2,
menu_0FE033,Dien Phong,F4DEF242,2,
menu_0FE08F,Chu Du,F562F4CA,2,
menu_0FE095,[loi extract],5BF361F4B75D,2,
menu_0FE0C7,[loi extract],5BF361F4B75D,2,
menu_0FE123,[loi extract],5BF361F4B75D,2,
menu_0FE133,Ky Van,F3B3F072,2,
menu_0FE157,Cat Mieu,F5B7F2F1,2,
menu_0FE15D,[loi extract],5BF361F4B75D,2,
menu_0FE163,[loi extract],5BF361F4B75D,2,
menu_0FE183,Tuy Cao,F0A4F5BB,2,
menu_0FE193,Ha Uyen,F46AF076,2,
menu_0FE1A5,[loi extract],5BF361F4B75D,2,
menu_0FE1DF,Tu Vien,F0B3F063,2,
menu_0FE1E7,Khong Huu,F3C6F3EE,2,
menu_0FE1FB,Lu Bo,F35DF5D2,2,
menu_0FE213,Gia Cat Khac,F4A2F5B7F3E0,3,
menu_0FE25D,[loi extract],5BF361F4B75D,2,
menu_0FE263,Vien Dam,F063F4F9,2,
menu_0FE269,[loi extract],5BF361F4B75D,2,
menu_0FE2BB,[loi extract],5BF361F4B75D,2,
menu_0FE2C1,[loi extract],5BF361F4B75D,2,
menu_0FE2E5,Ly Que,F34EF1F1,2,
menu_0FE313,Luc Tich,F359F0F7,2,
menu_0FE333,Sa Ma Kha,F1DBF34BF3E1,3,
menu_0FE35B,[loi extract],5BF361F4B75D,2,
menu_0FE367,[loi extract],5BF361F4B75D,2,
menu_0FE36D,[loi extract],5BF361F4B75D,2,
menu_0FE387,Do Tu Dai Vuong,F4D6F0B3F4FBF052,4,
menu_0FE391,Dien Vi,F4DEF068,2,
menu_0FE3B3,[loi extract],5BF361F4B75D,2,
menu_0FE3C9,[loi extract],5BF361F4B75D,2,
menu_0FE3D3,Chu Thai,F562F173,2,
menu_0FE3D9,[loi extract],5BF361F4B75D,2,
menu_0FE3E3,[loi extract],5BF361F4B75D,2,
menu_0FE3FB,Phap Chinh,F24DF56F,2,
menu_0FE419,[loi extract],5BF361F4B75D,2,
menu_0FE45B,[loi extract],5BF361F4B75D,2,
menu_0FE467,Phi Y,F247EFF4,2,
menu_0FE48B,Chuong Tu,F558F0B3,2,
menu_0FE491,Tong Du,F0DEF4CA,2,
menu_0FE4CF,Tuong Vi,F0A7F068,2,
menu_0FE4DB,[loi extract],5BF361F4B75D,2,
menu_0FE509,[loi extract],5BF361F4B75D,2,
menu_0FE52B,Ma Tieu,F34BF0EE,2,
menu_0FE543,Phu nhan Chuc Dung,F240F27EF55DF4C3,4,
menu_0FE55F,[loi extract],5BF361F4B75D,2,
menu_0FE56B,[loi extract],5BF361F4B75D,2,
menu_0FE571,[loi extract],5BF361F4B75D,2,
menu_0FE587,[loi extract],5BF361F4B75D,2,
menu_0FE5B1,[loi extract],5BF361F4B75D,2,
menu_0FE5BF,Chau Thu,F5A6F14D,2,
menu_0FE5CD,Vuong Lang,F052F3A2,2,
menu_0FE5D7,Ha Hau Don,F46AF45CF4D0,3,
menu_0FE5DF,Ha Hau Uyen,F46AF45CF076,3,
menu_0FE5EB,[loi extract],5BF361F4B75D,2,
menu_0FE5F1,[loi extract],5BF361F4B75D,2,
menu_0FE5F7,Ha Hau Ba,F46AF45CF5F1,3,
menu_0FE613,[loi extract],5BF361F4B75D,2,
menu_0FE647,Vo Ban,F05EF5EB,2,
menu_0FE64D,Hau Can,F45CF5BF,2,
menu_0FE659,[loi extract],5BF361F4B75D,2,
menu_0FE665,[loi extract],5BF361F4B75D,2,
menu_0FE66B,Ton Hao,F0E0F45E,2,
menu_0FE677,Ton Sach,F0E0F1D9,2,
menu_0FE680,Ton Quyen,F0E0F1EB,2,
menu_0FE68B,Ton Thieu,F0E0F157,2,
menu_0FE69B,Ton Tinh,F0E0F0E9,2,
menu_0FE6A3,Nham Kien,F2A2F3BC,2,
menu_0FE6BB,[loi extract],5BF361F4B75D,2,
menu_0FE6C7,Ton Khang,F0E0F3DA,2,
menu_0FE6D3,Ton Kiet,F0E0F3BA,2,
menu_0FE6D9,[loi extract],5BF361F4B75D,2,
menu_0FE6DF,[loi extract],5BF361F4B75D,2,
menu_0FE70D,[loi extract],5BF361F4B75D,2,
menu_0FE713,[loi extract],5BF361F4B75D,2,
menu_0FE723,Luong Ky,F353F3B3,2,
menu_0FE72C,Hoan Pham,F448F251,2,
menu_0FE74F,Quan Khac,F1F4F3E0,2,
menu_0FE76B,Canh Ky,F5BDF3B3,2,
menu_0FE777,Tu Ma Y,F0B3F34BEFF4,3,
menu_0FE78F,Hua Chu,F3F7F562,2,
menu_0FE79B,Tun Tu,F0AAF0B3,2,
menu_0FE7B5,[loi extract],5BF361F4B75D,2,
menu_0FE7BB,[loi extract],5BF361F4B75D,2,
menu_0FE7CB,Vien Thieu,F063F157,2,
menu_0FE7D1,Vien Thu,F063F14D,2,
menu_0FE7D8,Vien Thu,F063F14D,2,
menu_0FE7E3,[loi extract],5BF361F4B75D,2,
menu_0FE7E9,Vien Dam,F063F4F9,2,
menu_0FE7EF,Vien Dam,F063F4F9,2,
menu_0FE7FB,Cong Ton Toan,F550F0E0F0E5,3,
menu_0FE80D,Vuong Ky,F052F3B3,2,
menu_0FE817,Ma Tu,F34BF0B3,2,
menu_0FE81F,Vuong Binh,F052F5D4,2,
menu_0FE83F,Tieu Thua,F0EEF14B,2,
menu_0FE857,[loi extract],5BF361F4B75D,2,
menu_0FE85D,[loi extract],5BF361F4B75D,2,
menu_0FE897,[loi extract],5BF361F4B75D,2,
menu_0FE8AF,Thoi Diem,F151F4DF,2,
menu_0FE8D7,Truong Huu,F0B6F3EE,2,
menu_0FE8F3,Tuong Dong,F0A7F4CE,2,
menu_0FE90D,[loi extract],5BF361F4B75D,2,
menu_0FE923,Truong Phi,F0B6F247,2,
menu_0FE934,Truong Duong,F0B6F4BD,2,
menu_0FE93F,Truong On,F0B6F259,2,
menu_0FE945,[loi extract],5BF361F4B75D,2,
menu_0FE94F,[loi extract],5BF361F4B75D,2,
menu_0FE967,Truong Lieu,F0B6F36C,2,
menu_0FE96D,Truong Ho,F0B6F44F,2,
menu_0FE973,Truong Dich,F0B6F4E1,2,
menu_0FE97F,Truong Mieu,F0B6F2F1,2,
menu_0FE9A7,Truong Ky,F0B6F3B3,2,
menu_0FE9CB,Truong Cung,F0B6F54A,2,
menu_0FE9D1,Truong Hoa,F0B6F44D,2,
menu_0FE9FB,Tao Phi,F1A6F247,2,
menu_0FEA01,Tao Tu,F1A6F0B3,2,
menu_0FEA0F,Tao Vu,F1A6F057,2,
menu_0FEA17,Quan Binh,F1F4F5D4,2,
menu_0FEA1D,[loi extract],5BF361F4B75D,2,
menu_0FEA3F,[loi extract],5BF361F4B75D,2,
menu_0FEA57,Tao Chan,F1A6F5AC,2,
menu_0FEA7B,Tao Chi,F1A6F57A,2,
menu_0FEA81,Tao Chuong,F1A6F558,2,
menu_0FEAAF,Tao Due,F1A6F4C5,2,
menu_0FEACF,Vu Quynh,F057F1E7,2,
menu_0FEAD5,Vu Tu,F057F0B3,2,
menu_0FEAFF,Dien Vi,F4DEF068,2,
menu_0FEB05,[loi extract],5BF361F4B75D,2,
menu_0FEB13,Quach Do,F1F5F4D6,2,
menu_0FEB27,Tuong Uy,F0A7F078,2,
menu_0FEB2D,[loi extract],5BF361F4B75D,2,
menu_0FEB57,[loi extract],5BF361F4B75D,2,
menu_0FEB6F,Tran Cong,F0D4F550,2,
menu_0FEB7D,Tran Cuu,F0D4F541,2,
menu_0FEB8B,[loi extract],5BF361F4B75D,2,
menu_0FEB9F,[loi extract],5BF361F4B75D,2,
menu_0FEBAF,Tran Co,F0D4F553,2,
menu_0FEBBF,Tran Uong,F0D4F07A,2,
menu_0FEBCB,[loi extract],5BF361F4B75D,2,
menu_0FEBDB,Tran Dang,F0D4F4F5,2,
menu_0FEBE1,Gia Cat Khac,F4A2F5B7F3E0,3,
menu_0FEBE8,Lu Ton,F35DF0E0,2,
menu_0FEBED,Lu Khang,F35DF3DA,2,
menu_0FEBF3,Lu Tong,F35DF0DE,2,
menu_0FEBF9,Tang Hoi,F1A9F443,2,
menu_0FEC07,Dau Khiem,F4ECF3D3,2,
menu_0FEC1B,Phuc Tan,F1FDF1AB,2,
menu_0FEC29,Phung Nhuan,F1FBF270,2,
menu_0FEC3B,Truong Tong,F0B6F0DE,2,
menu_0FEC41,[loi extract],5BF361F4B75D,2,
menu_0FEC4F,Mang Lai dong chu,F344F3ADF4CDF561,4,
menu_0FEC6D,[loi extract],5BF361F4B75D,2,
menu_0FEC7F,Trinh Vien Chi,F0C6F063F57A,3,
menu_0FEC8B,Trinh Dong,F0C6F4CE,2,
menu_0FEC97,[loi extract],5BF361F4B75D,2,
menu_0FEC9F,Thanh Pho,F16AF244,2,
menu_0FECA5,[loi extract],5BF361F4B75D,2,
menu_0FECBB,Than Dam,F16FF4F9,2,
menu_0FECC3,[loi extract],5BF361F4B75D,2,
menu_0FECE7,Hoang Gai,F446F4B4,2,
menu_0FED07,Hoang Quyen,F446F1EB,2,
menu_0FED37,Viet Cat Nguyen soai,F061F5B7F2ABF1C3,4,
menu_0FED5F,Duong Tu,F4BDF0B3,2,
menu_0FED77,Dong Uy,F4CEF078,2,
menu_0FED7D,[loi extract],5BF361F4B75D,2,
menu_0FED8D,Tang Tung,F1A9F0A9,2,
menu_0FED9F,[loi extract],5BF361F4B75D,2,
menu_0FEDA7,[loi extract],5BF361F4B75D,2,
menu_0FEDAF,[loi extract],5BF361F4B75D,2,
menu_0FEDB7,Tuong Quan,F0A7F1F4,2,
menu_0FEDBF,Dong Trac,F4CEF0D9,2,
menu_0FEDDB,Dong Uy,F4CEF078,2,
menu_0FEDE1,[loi extract],5BF361F4B75D,2,
menu_0FEDEB,[loi extract],5BF361F4B75D,2,
menu_0FEDFB,Han Toai,F463F0E6,2,
menu_0FEE0B,[loi extract],5BF361F4B75D,2,
menu_0FEE11,Vuong Lang,F052F3A2,2,
menu_0FEE17,[loi extract],5BF361F4B75D,2,
menu_0FEE23,[loi extract],5BF361F4B75D,2,
menu_0FEE4B,[loi extract],5BF361F4B75D,2,
menu_0FEE67,Lieu Hoa,F36CF44D,2,
menu_0FEE87,Lu Khang,F35DF3DA,2,
menu_0FEEA0,Trieu Van,F0C8F072,2,
menu_0FEEC7,Luu Vinh,F351F060,2,
menu_0FEED5,[loi extract],5BF361F4B75D,2,
menu_0FEEFF,Luu Bi,F351F5DF,2,
menu_0FEF13,Luu Ky,F351F3B3,2,
menu_0FEF23,[loi extract],5BF361F4B75D,2,
menu_0FEF29,Mau Thach,F2FBF174,2,
menu_0FEF2F,Duong Nghi,F4BDF2C5,2,
menu_0FEF35,[loi extract],5BF361F4B75D,2,
menu_0FEF3B,Luu Thien,F351F15B,2,
menu_0FEF4F,Luu Phuc,F351F1FD,2,
menu_0FEF61,Khong Dung,F3C6F4C3,2,
menu_0FEF75,[loi extract],5BF361F4B75D,2,
menu_0FEF87,Khoai Luong,F3CDF353,2,
menu_0FEFAB,[loi extract],5BF361F4B75D,2,
menu_0FEFB3,[loi extract],5BF361F4B75D,2,
menu_0FEFD1,[loi extract],5BF361F4B75D,2,
menu_0FEFF3,Tran Ung,F0D4F07E,2,
menu_0FEFFC,Luu Ba,F351F5F1,2,
name_0FC010,[loi extract],5BF361F4B75D,2,
name_0FC018,[loi extract],5BF361F4B75D,2,
name_0FC028,Thuan Vu,F149F057,2,
name_0FC040,Ha Hu Xuong,F46AF3F9EFF6,3,
name_0FC050,Tu Kinh,F0B3F3B7,2,
name_0FC058,Hu Chu,F3F9F562,2,
name_0FC078,Phung Ky,F1FBF3B3,2,
name_0FC080,Quach Phien,F1F5F246,2,
name_0FC098,Quach Hoai,F1F5F449,2,
name_0FC0A0,Quach Gia,F1F5F4A2,2,
name_0FC0C8,[loi extract],5BF361F4B75D,2,
name_0FC0F0,Tran Cuu,F0D4F541,2,
name_0FC100,Tran Dang,F0D4F4F5,2,
name_0FC108,Tran Quan,F0D4F1F4,2,
name_0FC128,Tran Kieu,F0D4F3B9,2,
name_0FC130,Tran Lan,F0D4F3A7,2,
name_0FC148,Tran Kien,F0D4F3BC,2,
name_0FC150,Luc Kang,F359F3E6,2,
name_0FC178,[loi extract],5BF361F4B75D,2,
name_0FC1A0,Pho Dam,F244F4F9,2,
name_0FC1B0,Hoa Tan,F44DF1AB,2,
name_0FC1B8,Hoa Giac,F44DF47E,2,
name_0FC1D8,Dong chu,F4CEF561,2,
name_0FC1E0,Kham Hung,F3DCF3F3,2,
name_0FC1F8,Tiep Binh,F0F2F5D4,2,
name_0FC200,Trinh Vien Chi,F0C6F063F57A,3,
name_0FC250,Phi Y,F247EFF4,2,
name_0FC260,Hoang Trung,F446F0B9,2,
name_0FC268,Hoang To,F446F0E7,2,
name_0FC288,Hoang Hao,F446F45E,2,
name_0FC290,Hoang Thieu,F446F157,2,
name_0FC2A8,Phung Tap,F1FBF1A3,2,
name_0FC2D0,Nha Dan thua tuong,F2A7F4F7F14AF0A5,4,
name_0FC2D8,Pho Viet Cat,F244F061F5B7,3,
name_0FC300,Duong Tong,F4BDF0DE,2,
name_0FC310,Duong Bach,F4BDF5ED,2,
name_0FC318,Duong Hung,F4BDF3F3,2,
name_0FC338,Duong Mat,F4BDF2FD,2,
name_0FC340,Duong Bieu,F4BDF5D7,2,
name_0FC358,Duong Xau,F4BDF04B,2,
name_0FC370,Duong dai tuong,F4BDF4FAF0A5,3,
name_0FC388,Duong Han,F4BDF463,2,
name_0FC3B0,Dong Chieu,F4CEF573,2,
name_0FC3C0,Dong Hoang,F4CEF446,2,
name_0FC3C8,Dong Hang,F4CEF461,2,
name_0FC3E8,Dong Hi,F4CEF456,2,
name_0FC3F0,Dong Quyet,F4CEF1E9,2,
name_0FC408,Gia Khoi,F4A2F3C8,2,
name_0FC420,Gia Sung,F4A2F1B6,2,
name_0FC438,Ung Khai,F07EF3DE,2,
name_0FC470,Cat Ung,F5B7F07E,2,
name_0FC478,Lieu Hoa,F36CF44D,2,
name_0FC498,Trieu Sam,F0C8F1D5,2,
name_0FC4A0,Trieu Ngoang,F0C8F2B8,2,
name_0FC4B8,Trieu Van,F0C8F072,2,
name_0FC4D0,Trieu Khu,F0C8F3C3,2,
name_0FC4E8,Trieu Hung,F0C8F3F3,2,
name_0FC520,Luu Vinh,F351F060,2,
name_0FC528,Luu Tien,F351F0F5,2,
name_0FC548,Luu Phong,F351F242,2,
name_0FC550,Luu Do,F351F4D6,2,
name_0FC568,Luu Ly,F351F34E,2,
name_0FC580,Luu Ky,F351F3B3,2,
name_0FC598,Luu Ban,F351F5EB,2,
name_0FC5D0,Luu Tuan,F351F0B0,2,
name_0FC5D8,Luu Tong,F351F0DE,2,
name_0FC5F8,Luu Dam,F351F4F9,2,
name_0FC600,Luu Thieu,F351F157,2,
name_0FC618,Khoai Luong,F3CDF353,2,
name_0FC630,Chung Tap,F55BF1A3,2,
name_0FC638,Boi Nguyen Thieu,F5D0F2ABF157,3,
name_0FC648,Trach Nguyen,F0D8F2AB,2,
name_0FC680,Lac Tan,F3AFF1AB,2,
name_0FC688,Lac Lam,F3AFF3AB,2,
name_0FC6A8,Tuong Ky,F0A7F3B3,2,
name_0FC6B0,Tuong Kham,F0A7F3DC,2,
name_0FC6C8,Tuong Can,F0A7F5BF,2,
name_0FC6E0,Thai Trung,F173F0B9,2,
name_0FC6F8,Thai Duong,F173F4BD,2,
name_0FC750,Gia Cat Thuong,F4A2F5B7F140,3,
name_0FC758,Gia Cat Canh,F4A2F5B7F5BD,3,
name_0FC760,Trinh Do,F0C6F4D6,2,
name_0FC778,Trinh Van,F0C6F072,2,
name_0FC790,Dang Nghia,F4F5F2C3,2,
name_0FC7A8,Dang Mao,F4F5F340,2,
name_0FC800,Diem Tuong,F4DFF0A7,2,
name_0FC808,Hoac Quan,F44BF1F4,2,
name_0FC810,Lac Thong,F3AFF14F,2,
name_0FC828,Bao Long,F5E7F35F,2,
name_0FC840,Lo Ton,F368F0E0,2,
name_0FC858,Kien Thac,F3BCF175,2,
name_0FC8B0,Chung Tan,F55BF1AB,2,
name_0FC8B8,Chung Hoi,F55BF443,2,
name_0FC8C0,Chung Dao,F55BF4F0,2,
name_0FC8D8,Ung Thieu,F07EF157,2,
name_0FC8F0,Han Dan,F463F4F7,2,
name_0FC908,Han Cu Tu,F463F54DF0B3,3,
name_0FC960,Han Anh,F463F5F4,2,
name_0FC968,Han Giao,F463F479,2,
name_0FC970,Han Quynh,F463F1E7,2,
name_0FC988,Nhan Luong,F2A1F353,2,
name_0FC9A0,Quan Binh,F1F4F5D4,2,
name_0FC9B8,Quan Thuan,F1F4F149,2,
name_0FCA10,Bang Hoi,F5E9F443,2,
name_0FCA18,Nghiem Bach Ho,F2C1F5EDF44F,3,
name_0FCA20,Nghiem Cuong,F2C1F544,2,
name_0FCA38,Nghiem Quan,F2C1F1F4,2,
name_0FCA50,To Phi,F0E7F247,2,
name_0FCA68,Dang Quan,F4F5F1F4,2,
name_0FCB50,[loi extract],5BF361F4B75D,2,
name_0FCBC8,[loi extract],5BF361F4B75D,2,
name_0FCC70,[loi extract],5BF361F4B75D,2,
name_0FCCA0,De nhat,F4E8F27A,2,
name_0FCCA8,Tru anh hao Hoang Can,F0BDF5F3F45DF446F5BF,5,
name_0FCCB0,Thu linh lap cong,F14DF369F37AF54F,4,
name_0FCCB8,Tay Nguyen,F17CF2AB,2,
name_0FCCC8,Phe Han trieu,F249F463F0C7,3,
name_0FCCD0,De Tran Luu,F4E8F0D4F351,3,
name_0FCCF0,Tao Cong Ton,F1A6F550F0E0,3,
